Fri, Apr 22, 2022
2:30:10 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
Fri, Apr 22, 2022
2:36:27 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
195.2650000	-2870.0000000	0.0002361	0.0002430	0.0002351	0.0002110	-0.0002352	-0.0002419	-0.0002339	-0.0002104	0.2120460	0.2540852	-0.1399522	-0.1977407	-0.2129008	-0.2591445	0.1372714	0.2022209
196.8700000	3070.0000000	0.0002323	0.0002388	0.0002314	0.0002074	-0.0002311	-0.0002382	-0.0002298	-0.0002070	0.2110271	0.2637803	0.2182315	0.1237163	-0.2105082	-0.2699886	-0.2229504	-0.1218388
198.3200000	122.7200012	0.0002580	0.0002655	0.0002572	0.0002304	-0.0002568	-0.0002646	-0.0002555	-0.0002297	0.2120817	0.2591500	0.0419727	-0.0335957	-0.2122797	-0.2646832	-0.0454256	0.0365217
199.8700000	-2870.0000000	0.0002256	0.0002322	0.0002247	0.0002016	-0.0002247	-0.0002313	-0.0002235	-0.0002010	0.2119700	0.2542035	-0.1333066	-0.1917768	-0.2129082	-0.2593850	0.1306901	0.1963816
201.7000000	3070.0000000	0.0002214	0.0002276	0.0002206	0.0001977	-0.0002203	-0.0002273	-0.0002192	-0.0001975	0.2110843	0.2637516	0.2113548	0.1175477	-0.2105722	-0.2702395	-0.2161473	-0.1156458
203.2500000	122.7500000	0.0002440	0.0002511	0.0002434	0.0002180	-0.0002429	-0.0002505	-0.0002418	-0.0002175	0.2119754	0.2591269	0.0419112	-0.0337042	-0.2122366	-0.2648402	-0.0453213	0.0366828
204.7500000	-2870.0000000	0.0002150	0.0002213	0.0002143	0.0001922	-0.0002142	-0.0002207	-0.0002132	-0.0001918	0.2118148	0.2542537	-0.1264354	-0.1856022	-0.2128773	-0.2594863	0.1240376	0.1903178
206.6000000	3070.0000000	0.0002113	0.0002172	0.0002106	0.0001887	-0.0002102	-0.0002171	-0.0002092	-0.0001886	0.2110672	0.2636802	0.2046801	0.1116176	-0.2106291	-0.2704044	-0.2094013	-0.1097524
207.9000000	122.7799988	0.0002318	0.0002386	0.0002313	0.0002071	-0.0002307	-0.0002382	-0.0002298	-0.0002068	0.2118230	0.2590603	0.0418531	-0.0337661	-0.2121753	-0.2648621	-0.0450893	0.0367416
209.5000000	-2870.0000000	0.0002055	0.0002115	0.0002049	0.0001837	-0.0002047	-0.0002112	-0.0002040	-0.0001836	0.2116078	0.2542391	-0.1200513	-0.1798494	-0.2127914	-0.2594110	0.1179900	0.1845706
211.3000000	3070.0000000	0.0002020	0.0002077	0.0002015	0.0001805	-0.0002011	-0.0002081	-0.0002004	-0.0001807	0.2110181	0.2635902	0.1984119	0.1061477	-0.2106712	-0.2704564	-0.2029407	-0.1043682
212.8000000	122.8099976	0.0002202	0.0002266	0.0002198	0.0001968	-0.0002192	-0.0002267	-0.0002186	-0.0001969	0.2116243	0.2589636	0.0417561	-0.0337902	-0.2120906	-0.2647558	-0.0447007	0.0366799
214.3000000	-2870.0000000	0.0001966	0.0002024	0.0001962	0.0001758	-0.0001959	-0.0002025	-0.0001954	-0.0001760	0.2113622	0.2541799	-0.1138424	-0.1742248	-0.2126977	-0.2591632	0.1121896	0.1787487
216.0500000	3069.0000000	0.0001934	0.0001989	0.0001931	0.0001729	-0.0001925	-0.0001996	-0.0001920	-0.0001734	0.2109150	0.2634764	0.1922601	0.1008587	-0.2107498	-0.2703663	-0.1963171	-0.0991644
217.6000000	122.7699966	0.0002098	0.0002160	0.0002096	0.0001876	-0.0002089	-0.0002165	-0.0002086	-0.0001880	0.2114065	0.2588497	0.0416435	-0.0337604	-0.2120429	-0.2644737	-0.0441144	0.0364829
219.1000000	-2870.0000000	0.0001884	0.0001941	0.0001882	0.0001686	-0.0001878	-0.0001944	-0.0001875	-0.0001690	0.2111237	0.2541356	-0.1078441	-0.1687744	-0.2126201	-0.2586942	0.1067289	0.1728652
220.8500000	3070.0000000	0.0001856	0.0001908	0.0001854	0.0001660	-0.0001847	-0.0001919	-0.0001844	-0.0001666	0.2108076	0.2633495	0.1862454	0.0957974	-0.2109181	-0.2700201	-0.1895158	-0.0941593
222.3500000	122.7600021	0.0002004	0.0002064	0.0002005	0.0001794	-0.0001997	-0.0002073	-0.0001996	-0.0001800	0.2112015	0.2587551	0.0414785	-0.0336256	-0.2122344	-0.2638688	-0.0431743	0.0360777
223.8000000	-2870.0000000	0.0001812	0.0001866	0.0001812	0.0001622	-0.0001806	-0.0001872	-0.0001804	-0.0001628	0.2110445	0.2541353	-0.1020860	-0.1634352	-0.2127748	-0.2580295	0.1016049	0.1668303
225.6500000	3070.0000000	0.0001785	0.0001835	0.0001785	0.0001597	-0.0001777	-0.0001849	-0.0001775	-0.0001606	0.2107138	0.2631533	0.1800848	0.0909627	-0.2112435	-0.2694814	-0.1825475	-0.0892236
227.1000000	122.6600037	0.0001919	0.0001975	0.0001921	0.0001718	-0.0001911	-0.0001986	-0.0001911	-0.0001726	0.2110988	0.2585599	0.0411205	-0.0334953	-0.2122197	-0.2633859	-0.0425191	0.0356026
228.6000000	-2870.0000000	0.0001743	0.0001795	0.0001745	0.0001562	-0.0001738	-0.0001804	-0.0001737	-0.0001569	0.2109505	0.2540706	-0.0961746	-0.1578045	-0.2127220	-0.2575606	0.0957412	0.1604011
